iter	Logloss
690	0.09651272645
691	0.09641475921
692	0.09638092045
693	0.09623040174
694	0.09612150411
695	0.09596182962
696	0.09570197275
697	0.09561279537
698	0.09551454597
699	0.09536209646
700	0.09515247568
701	0.09497710419
702	0.09489968125
703	0.09466191536
704	0.09463810857
705	0.09451772795
706	0.09435247369
707	0.0942310161
708	0.09409262756
709	0.09397066598
710	0.09372748721
711	0.09357635655
712	0.09355883301
713	0.0934868524
714	0.09341411857
715	0.09330740169
716	0.09317441802
717	0.09306446817
718	0.09288567673
719	0.09273436784
720	0.0926337932
721	0.09242715997
722	0.09235967524
723	0.09231535421
724	0.09224208944
725	0.09208246725
726	0.09193998152
727	0.0918414221
728	0.09168204901
729	0.09147621032
730	0.09139379753
731	0.09123771071
732	0.09115736781
733	0.09098492374
734	0.09096795024
735	0.09087425275
736	0.09068955295
737	0.09057198829
738	0.09041001661
739	0.09026114973
740	0.09013851976
741	0.08998651468
742	0.08985726635
743	0.08976239048
744	0.08961787415
745	0.08947716686
746	0.08943579532
747	0.08921228478
748	0.08908724068
749	0.08891757317
750	0.08876173134
751	0.08871398317
752	0.0885883662
753	0.08845636349
754	0.08837368996
755	0.08834659176
756	0.08818169732
757	0.08802331334
758	0.0879641269
759	0.08778000075
760	0.08767035868
761	0.08755603946
762	0.08739142002
763	0.0871447698
764	0.08696465922
765	0.08672949729
766	0.08660438539
767	0.08649780291
768	0.08632518098
769	0.08618573796
770	0.08603019943
771	0.08597361512
772	0.08579693331
773	0.08562952419
774	0.08541150085
775	0.08533326265
776	0.08526540524
777	0.08518989151
778	0.08510847835
779	0.08500621242
780	0.084908632
781	0.08478221379
782	0.08470709308
783	0.08454534951
784	0.08448286452
785	0.08435205539
786	0.0842682569
787	0.08408666472
788	0.08401108808
789	0.08379850888
790	0.08369960342
791	0.08367022445
792	0.08353762194
793	0.08349252091
794	0.08331219096
795	0.08313207591
796	0.08293336967
797	0.08278978123
798	0.08268601241
799	0.08258750022
800	0.08249063998
801	0.08227578411
802	0.08220042128
803	0.08204208875
804	0.08194470643
805	0.08186539915
806	0.08175728377
807	0.08168377202
808	0.08151310003
809	0.08141422059
810	0.08126775716
811	0.08112885355
812	0.08103018425
813	0.08101031884
814	0.08094739676
815	0.08089577421
816	0.08070517142
817	0.0805367556
818	0.08048467295
819	0.08030528281
820	0.08022346409
821	0.08005215115
822	0.07994097038
823	0.07976869413
824	0.07973073923
825	0.07960230035
826	0.07951498869
827	0.07948572656
828	0.07931825487
829	0.07919614185
830	0.07908127538
831	0.07896491743
832	0.0788475446
833	0.07883488751
834	0.0788198965
835	0.07871044932
836	0.07862112989
837	0.07853301564
838	0.07841451809
839	0.07827556071
840	0.07823383199
841	0.0781138233
842	0.07801259895
843	0.07787841543
844	0.07769852965
845	0.07763634544
846	0.07751508144
847	0.07740467943
848	0.07726158829
849	0.07707774059
850	0.07691972485
851	0.07687872752
852	0.07671572734
853	0.07655737353
854	0.07652590887
855	0.07641962712
856	0.07637050926
857	0.07624703595
858	0.07620069947
859	0.07611343582
860	0.07607487942
861	0.07599183607
862	0.0758852689
863	0.07574826338
864	0.0757181942
865	0.07553952122
866	0.07537398048
867	0.07523835499
868	0.0752123272
869	0.07508555419
870	0.07497226928
871	0.07478383901
872	0.07473309937
873	0.0745755239
874	0.07455325998
875	0.07437902834
876	0.07425277921
877	0.0741503489
878	0.07401256979
879	0.07384906915
880	0.07377426095
881	0.07360225519
882	0.07352216953
883	0.07335775273
884	0.07326009983
885	0.07315957617
886	0.07311699187
887	0.07309633557
888	0.07298507229
889	0.07279957668
890	0.07260268872
891	0.07249624249
892	0.07237351442
893	0.07229069566
894	0.07227415176
895	0.07225224651
896	0.07217065713
897	0.07201739043
898	0.07184952955
899	0.07174238564
900	0.07170525936
901	0.0716326671
902	0.07148684089
903	0.07143294752
904	0.07132158808
905	0.07120893059
906	0.07111549381
907	0.07096530443
908	0.07083262719
909	0.07074303683
910	0.07071805136
911	0.07060159874
912	0.07049009495
913	0.07040509758
914	0.07023517796
915	0.07003704541
916	0.06984929555
917	0.06982710483
918	0.06970545269
919	0.06954743129
920	0.0693991467
921	0.06930002837
922	0.06927643322
923	0.0691626907
924	0.06901813037
925	0.06896384797
926	0.06880340198
927	0.0686815529
928	0.06852606508
929	0.06844678477
930	0.06828169046
931	0.06826336374
932	0.06816461764
933	0.06807329829
934	0.06794480532
935	0.06780051346
936	0.06768136689
937	0.06759166725
938	0.06743003392
939	0.06741088972
940	0.06722912808
941	0.0672241391
942	0.06716167826
943	0.06712363217
944	0.06704456055
945	0.06688483453
946	0.06686676954
947	0.06684723247
948	0.0667950634
949	0.06663228061
950	0.06654692556
951	0.06648049775
952	0.06638844678
953	0.0663223436
954	0.06625612232
955	0.06624503477
956	0.06611594391
957	0.06600583427
958	0.06588094567
959	0.06579792936
960	0.06564620486
961	0.06558915383
962	0.06546535436
963	0.06536065072
964	0.06523247345
965	0.06511353467
966	0.06509972504
967	0.06501866766
968	0.06500356332
969	0.06491878852
970	0.0647760778
971	0.06469952822
972	0.0645741601
973	0.0644924836
974	0.06439408513
975	0.0643172251
976	0.06418296851
977	0.06405738441
978	0.06394104134
979	0.06386995174
980	0.0637281552
981	0.06370951302
982	0.06361472963
983	0.06345071347
984	0.0634441967
985	0.06342979194
986	0.06334150127
987	0.06325069727
988	0.06313917653
989	0.06312705994
990	0.06301448361
991	0.06290895388
992	0.0627697044
993	0.06262897096
994	0.06251249064
995	0.0623904246
996	0.062294335
997	0.06228529236
998	0.0622677985
999	0.06216504636
